Name,Day,Time,Video,Desc,Categories,Email,Phone
Line By Line,Tuesday,7:00 pm,https://us02web.zoom.us/j/84435131558,"Zoom Passcode, if any: linebyline","Big Book,Open,Tuesday,Video",linebyline164@gmail.com,
Live & Let Live Tuesday Night,Tuesday,7:00 pm,https://zoom.j/91962580140,"+13126266799,,91962580140#,,1#,574075# US (Chicago)","Audio,Discussion,LGBTQIAA+,Open,Telephone,Tuesday,Video",tuedayaa@aol.com,3017158592
Melrose Pass It On,Tuesday,7:00 pm,https://zoom.us/j/81608133865,"Web Site, if any: http://megenglish97@gmail.com","Audio,Open,Tuesday,Video",megenglish97@gmail.com,
Online Men's Retreat Meeting of AA,Tuesday,7:00 pm,https://us02web.zoom.us/j/87135089660,"Public Phone Number, if any: 617.584.5687","Audio,Big Book,Closed,Men,Speaker,Telephone,Tuesday,Video",onlinemensretreatmeetingofAA@gmail.com,6175845687
Ponderosa Group,Tuesday,7:00 pm,https://us02web.zoom.us/j/78726992836,We are closed discussion group. The topic is taken from AA approved literature.,"Audio,Closed,Discussion,Tuesday,Video",pondersagroupcfl@gmail.com,
Radford Women’s Back of the Book,Tuesday,7:00 pm,https://zoom.us/j/112662426,"Web Site, if any: http://radfordonline.com","Audio,Big Book,Closed,Telephone,Tuesday,Video,Women",,
Secular Sober Living,Tuesday,7:00 pm,https://us02web.zoom.us/j/83091558870,"Zoom Passcode, if any: 260659","Audio,Discussion,Open,Secular,Telephone,Tuesday,Video",webmaster@secularrecoverygroup.org,"13017158592,,83,091,558,870"
Serenity Hall Group AA meeting,Tuesday,7:00 pm,https://us04web.zoom.us/j/907436844?pwd=QWQrQi8ySmtjTitjOHlaV0VweEVMdz09,Individual's can log into zoom and enter meeting code: 907-436-844 for the 10 a.m. meeting and code: 678-312-769 for the 5 p.m.,"Audio,Open,Tuesday,Video",,
Serenity of The Woodlands Online,Tuesday,7:00 pm,https://zoom.us/j/6190807244?pwd=WEp5dmx6VDJ2STdkNHh5L1NoZXIyQT09#success,"Web Site, if any: https://serenitywoodlands.com/","Audio,Big Book,Discussion,Open,Tuesday,Video",serenitywoodlandsgroup@gmail.com,"3462487799,,,,6190807244#,6190807244#"
Sober Squares,Tuesday,7:00 pm,https://us02web.zoom.us/j/81959325712,"Zoom Passcode, if any: 681673","Discussion,Open,Tuesday,Video",sobersquares@gmail.com,
South Austin AA Online Group,Tuesday,7:00 pm,https://www.southaustinaaonline.org/home,"The South Austin AA Online is an autonomous AA Zoom group born out of the need to provide a local online meeting to the recovery community in Austin Texas. We welcome anyone who has a desire to stop drinking. This is a safe and anonymous environment, no recordings of any kind are permitted and no logging of attendees or chats are retained. Our primary purpose is to help the alcoholic who still suffers. We believe that the 12 steps as outlined in the Big Book of Alcoholics Anonymous work, not only as a solution to the disease of alcoholism and addiction but as a solution to living free.","Audio,Open,Tuesday,Video",satxaaonline@gmail.com,
Sparta Zoom Discussion,Tuesday,7:00 pm,https://us02web.zoom.us/j/5578133344,Meeting ID: 557 813 3344 ; Passcode: jQrQm7,"Audio,Discussion,Open,Tuesday,Video",sparta.discussion@gmail.com,19292056099
Staying Sober One Day At A Time,Tuesday,7:00 pm,https://us02web.zoom.us/j/433051621?pwd=QkQ5NEpvQWtjaGFHZ1dzYXdwOGFPdz09,Zoom Passcode: 615 528,"Audio,Discussion,Open,Tuesday,Video",upkeep5293@mypacks.net,
Sunlight of the Spirit,Tuesday,7:00 pm,https://us02web.zoom.us/j/2134431381,Meets every night at 8ET 7CST. Every night we have either a reading or speaker or general AA topic. Friday's we have Recovery Rewind or this week in recovery as an example.  No passcode required.,"Audio,Big Book,Discussion,Open,Speaker,Tuesday,Video",secretary.sublightofthespirit@gmail.com,
The New Reality,Tuesday,7:00 pm,http://www.newrealityaa.org,We meet nightly at  8:00 PM Eastern Standard Time.,"Audio,Open,Telephone,Tuesday,Video",info@newrealityaa.org,"13126266799,,665589224#"
The Program Works Group,Tuesday,7:00 pm,http://www.theprogramworks.com,"When you join a meeting already in progress, please mute your phone, if not speaking during the meeting, please keep your phone on mute to limit background noise","Audio,Open,Telephone,Tuesday",siteadvisor@theprogramworks.com,"6465588656,,860801229"
The Temporary Group,Tuesday,7:00 pm,https://us02web.zoom.us/j/2155193241?pwd=RFJMN1dxYUcycGc5eStvOUdWVVNNQT10,"No passcode required, waiting room enabled.","Audio,Big Book,Discussion,Speaker,Telephone,Tuesday,Video",temp12group@gmail.com,16465588656
This Is It Women's Beginner's Step Study,Tuesday,7:00 pm,https://us02web.zoom.us/j/697154508?pwd=YW1hNVhvT1VCdUxMbFFzN2xBTStHZz09,Zoom Meeting ID: 697 154 508 PW: AA2020,"Closed,Speaker,Tuesday,Video,Women",tuesdaythisisit@gmail.com,
Tuesday Night Big Book Study Group,Tuesday,7:00 pm,https://us02web.zoom.us/j/72758965698,Zoom Passcode: Tuesday,"Big Book,Discussion,Open,Tuesday,Video",TuesdayNightBB@gmail.com,
Vegas Women In The Big Book,Tuesday,7:00 pm,https://zoom.us/j/469489051,"Web Site, if any: https://zoom.us/j/469489051","Audio,Big Book,Discussion,Open,Tuesday,Video,Women",zoomintoaa@gmail.com,
VR Founders Group,Tuesday,7:00 pm,http://altvr.com/,"We are a Virtual Reality (VR) online group that meets in AltspaceVR 5 times a week. All our meetings are open. One does not need a VR headset to attend our meetings (though the experience is better with a VR headset). To access the meeting via computer, go to Altvr.com, scroll down to the bottom of the homepage, and click the ""Get Started"" button (or you can go directly to Microsoft store and install the AltspaceVR app from there). Once you are in AltspaceVR (at one of our meeting times), you can find the link to get into the meeting under events. There is not ""one"" meeting address for all the meetings. Each meeting gets its own event link.","Chat,Open,Tuesday",vrfoundersgroup@gmail.com,
We Agnostics and Freethinkers in AA -KC,Tuesday,7:00 pm,https://us02web.zoom.us/j/547214838,https://weagnosticsaa.org,"Audio,Open,Secular,Tuesday,Video",info@weagnosticsaa.org,
Worldwide Primary Purpose Group,Tuesday,7:00 pm,https://zoom.us/j/759556794?fbclid=IwAR1o3osJ_0e-3MEPtA9-nTVJzN1yH_wQIHTiFe5F3tdH3ippEpArXzFL8SA,"10:00 PM CST  12 & 12 - An in-depth  look at our other text, the 12 & 12","Audio,Closed,Tuesday,Video,Women",wwppg@yahoo.com,
AA Tampa Nightly Newcomers,Tuesday,7:15 pm,https://us02web.zoom.us/j/248631103,Sunday: Open Discussion,"Audio,Open,Tuesday,Video",TampaNightlyNewcomers@hotmail.com,"16468769923,,,,248631103#"
Got To Stay Sober Group,Tuesday,7:15 pm,https://us04web.zoom.us/j/7647673438,Email for Password Got2staysobergroup@gmail.com,"Audio,Chat,Discussion,Open,Tuesday,Video",got2staysobergroup@gmail.com,2032282164
Tampa Nightly Newcomers,Tuesday,7:15 pm,https://us02web.zoom.us/j/248631103,Email for Passcode: TampaNightlyNewcomers@hotmail.com,"Audio,Open,Tuesday,Video",TampaNightlyNewcomers@hotmail.com,"16468769923,,,,,,248631103#,,,,,,0#"
1 AA Crosstalk,Tuesday,7:30 pm,https://us04web.zoom.us/s/77394842260?pwd=cnA0bldPR2FXeG5wUHBrQkErT2VVZz09#success,Everyone Worldwide is WELCOME,"Audio,Big Book,Discussion,Open,Speaker,Tuesday,Video",aasoberworld@yahoo.com,
1 DAAT Living Sober Tuesday’s,Tuesday,7:30 pm,https://us02web.zoom.us/j/81279390644?pwd=N2lNZEJVcmNlczN6S1FvNUpTOGIwZz09,"‪+16468769923,,81279390644#,,1#,531646# US (New York)","Audio,Closed,Tuesday,Video",,"16468769923,,531646"
1 Hole In The Sky AA Meetings: This Too Shall Pass,Tuesday,7:30 pm,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,"Audio,Open,Tuesday,Video",holeinthesky.zoom@gmail.com,
A Safe Place,Tuesday,7:30 pm,https://us04web.zoom.us/j/2110579392,LGBTQ+ oriented but open to all. Telephone conference call meetings are held every Tuesday Thursday and Friday nights at 8:30 PM eastern time. The phone number is (515)604-9099 access code 310346616#. We also have a zoom meeting Saturday night at 8:30 PM eastern time.  Just follow this link  https://us04web.zoom.us/j/2110579392  password is 123321. As the name suggests it is a safe place for all.,"Audio,LGBTQIAA+,Open,Telephone,Tuesday,Video",Kowboy001@gmail.com,"5156049099,,310346616#"
AA GUTS Traditions Study Meeting,Tuesday,7:30 pm,https://zoom.us/j/3726634285,https://aaguts.com,"Audio,Big Book,Discussion,Open,Tuesday,Video",admin@aaguts.com,
Anyone Anywhere AA,Tuesday,7:30 pm,https://zoom.us/j/9739556491,Meeting ID: 973-955-6491,"Audio,Closed,Discussion,Telephone,Tuesday,Video",anyoneanywhereAA@gmail.com,"4086380968,,973-955-6491"
Foxhall Speaker Group,Tuesday,7:30 pm,https://us02web.zoom.us/j/85767179063?pwd=dnlYeUdVT3hvS0JtUjBKWTVjSEZIUT09,"Public Phone Number, if any: +1 312 626 6799","ASL Interpreter,Audio,Open,Speaker,Telephone,Tuesday,Video",,"13126266799,,85767179063#"
Freethinkers Living Sober,Tuesday,7:30 pm,https://zoom.us/j/937694101,"Meeting Access Code, if any: email freethinkerscottonwood at gmail.com for code","Audio,Discussion,Open,Secular,Telephone,Tuesday,Video",freethinkerscottonwood@gmail.com,13017158592
Harlem Sober,Tuesday,7:30 pm,https://zoom.us/j/163772278,Meeting ID: 163 772 278,"Audio,Closed,Tuesday,Video",District620meeting@gmail.com,
Nameless Bunch of Drunks International,Tuesday,7:30 pm,https://us02web.zoom.us/j/95067692981,"We were started by a group of drunks around Seattle, WA in February of 2020.  No password required - waiting room enabled.","Discussion,Open,Tuesday,Video",NamelessBunchIntl@gmail.com,12532158782
Rocklin Fellowship 5:30 pm Men's Meeting,Tuesday,7:30 pm,https://zoom.us/j/83585723484,The password for all meetings is Rocklin.,"Closed,Men,Tuesday,Video",rocklinfwpaa@gmail.com,
Rockridge Fellowship Oakland 5:30 PM Pacific (8:30 PM Eastern) Daily,Tuesday,7:30 pm,https://us04web.zoom.us/j/2243847396,"Zoom Passcode, if any: 064918","Big Book,Discussion,Open,Speaker,Tuesday,Video",oaklandrockridgefellowship@gmail.com,
Southfield Group,Tuesday,7:30 pm,https://zoom.us/j/99948228770,Password: 701701,"Closed,Discussion,Tuesday,Video",thesouthfieldgroup@gmail.com,
Southside Nationwide Meeting,Tuesday,7:30 pm,https://zoom.us/j/341942513,"Saturday: Grapevine meeting.  We read from the AA Grapevine and then pick a topic for discussion.""","Audio,Closed,Tuesday,Video",,
There’s No Place Like Home Groups—Milwaukee,Tuesday,7:30 pm,,"We are home-ported out of Milwaukee, WI.","Closed,LGBTQIAA+,Telephone,Tuesday",ontheblvd@wi.rr.com,"19789905195,,1919178#"
This Too Shall Pass,Tuesday,7:30 pm,https://zoom.us/j/92990530798?pwd=UVdxSUFrdk9DZHI0bXp1cUQrWWtQZz09,To dial-in with international numbers: https://zoom.us/u/acebAGVK0d,"Audio,Open,Telephone,Tuesday,Video",holeinthesky.zoom@gmail.com,"12133388477,,92990530798#"
West Orange NJ Pants Optional Meeting,Tuesday,7:30 pm,https://us02web.zoom.us/j/3325782438,"Zoom Passcode, if any: 882728","Discussion,Open,Speaker,Telephone,Tuesday,Video",wopantsoptional@gmail.com,16465588656
@ AA Beginner's Path,Tuesday,8:00 pm,https://us02web.zoom.us/j/89202858342?pwd=c1h4S2VXSGxYSjc4Q0tmSlY0bExTdz09,We are a registered group with Alcoholics Anonymous that meets every evening at 9pm EST / 8pm CST / 6pm PST. Our Room opens 15min early for fellowship and introductions.  No passcode - waiting room enabled.,"Big Book,Discussion,Open,Speaker,Tuesday,Video",aabeginnerspath@gmail.com,19292056099
@ Our Primary Purpose Big Book Study,Tuesday,8:00 pm,https://us02web.zoom.us/meeting/register/u5MtdOGqqTgvKCBZIkCOOZS5c6vM_w8hKA,"Zoom Passcode, if any: zoo","Big Book,Open,Tuesday,Video,Young People",zoom247aa@gmail.com,
@12 Step Study Group of AA,Tuesday,8:00 pm,https://www.aaegroupusa.com/,Email Contact:  welcome@aaegroupusa.com,"Audio,Big Book,Open,Tuesday,Video",aaebookguy@gmail.com,
4th Dimensioners 9 PM Eastern Online AA Meeting,Tuesday,8:00 pm,https://us04web.zoom.us/j/432316244,PLEASE BE EARLY If we have issues with bombers we lock the meeting shortly after the start.,"Discussion,Open,Tuesday,Video",,"3126266799,,432316244#"
A A MadRealm,Tuesday,8:00 pm,https://us02web.zoom.us/j/86133736878,"Zoom Passcode, if any: madrealm","Audio,Discussion,Open,Tuesday,Video",madrealmmaa@gmail.com,
AA A New Beginning,Tuesday,8:00 pm,http://xat.com/AAnonymous_Room?p-0&ss-0;,Our primary purpose is to stay sober and help others to recover from alcoholism.,"Chat,Open,Tuesday",,
AA Big Book Back to Back Basics,Tuesday,8:00 pm,https://us05web.zoom.us/j/84358441527,"Zoom Passcode, if any: AABigBook","Big Book,Closed,Tuesday,Video",bigbookb2b@gmail.com,
AA Samarpan,Tuesday,8:00 pm,https://join.freeconferencecall.com/aasamarpan,ऑनलाईन सभेत सामील होण्याच्या संकेत स्थळाचा पत्ता: https://fccdl.in/i/aasamarpan,"Audio,Big Book,Closed,Discussion,Telephone,Tuesday",sanju.jamsandekar@gmail.com,"17125100958,,1725100#"
AA Steps 2 Recovery,Tuesday,8:00 pm,http://www.aasteps2recovery.org/,www.aasteps2recovery.org,"Chat,Closed,Discussion,Steps / Traditions,Tuesday",admin@aasteps2recovery.org,
Atheist & Agnostic,Tuesday,8:00 pm,https://zoom.us/j/290302858?pwd=V1pDbkRZWjk4bWFyeWxzb0lLUGZqdz09,https://zoom.us/u/abbOkgcWoE,"Audio,Open,Secular,Tuesday,Video",,
"Atheists, Agnostics & All Others",Tuesday,8:00 pm,https://zoom.us/j/277707735?pwd=c0xOUnpPZFlnWW1rL3lFWXk2U2pIZz09,"Zoom Passcode, if any: 917734","Audio,Discussion,Open,Secular,Telephone,Tuesday,Video",AtheistsAgnosticsAndAllOthers@gmail.com,13017158592
BBG Women's Only Meeting,Tuesday,8:00 pm,,Passcode (dial in only): 566938,"Audio,Telephone,Tuesday,Video,Women",thebbgaa@gmail.com,6699006833
By the Book,Tuesday,8:00 pm,https://zoom.us/j/139948182,Email for Zoom link/PW: WelcometoBTB@gmail.com,"Big Book,Open,Telephone,Tuesday,Video",WelcometoBTB@gmail.com,"16465588656,,139948182#"
Faith over Fear,Tuesday,8:00 pm,https://us02web.zoom.us/j/88563845033?pwd=MmNweE85bkFFLzZwMnhSb09mbmVEQT09,Emphasized cultivating faith over fear. Please come join us!!,"Speaker,Tuesday,Video",Faithoverfearaa@gmail.com,
"FRESH START ( VETS , FAMILY of VETS ) AA Meeting",Tuesday,8:00 pm,https://zoom.us/j/85711446293,"Zoom Passcode, if any: 24135","Closed,Tuesday,Video",steeringcommity@yahoo.com,
Friends of Bill W,Tuesday,8:00 pm,http://secondlife.com,"Within Second Life, contact Jubilant Quackenbush (search under people and IM me).","Chat,Game,Open,Tuesday",nodusomnia@yahoo.com,
Get up shut up in silent meditation,Tuesday,8:00 pm,https://us04web.zoom.us/j/4248226111,"No password required, waiting room enabled.","Open,Tuesday,Video",gusuism@gmail.com,
GUSU 3 Get Up Shut Up,Tuesday,8:00 pm,https://us02web.zoom.us/j/4248226111,"International Silent Meditation meeting of Alcoholics Anonymous open to all where we hope through readings, a twenty minute meditation and fellowship to expand our conscious contact with God, realise a greater freedom from the bondage of self and share emotional sobriety. No password required - waiting room enabled.","Open,Tuesday,Video",gusuism@gmail.com,
Into Action Group,Tuesday,8:00 pm,http://intoactiongroup.org,Find your local number: https://zoom.us/u/aeCECBqM9n,"Audio,Closed,Tuesday,Video",Chairperson@IntoActionGroup.org,
Into the Triad,Tuesday,8:00 pm,https://us02web.zoom.us/j/88595134091,"Zoom Passcode, if any: 4343","Audio,Discussion,Open,Speaker,Tuesday,Video",Triad6pmsat@gmail.com,
Liars' Club Boston,Tuesday,8:00 pm,https://zoom.us/j/86163962647,Contact us for password: liarsclubboston@gmail.com,"Audio,Closed,Discussion,Men,Telephone,Tuesday,Video",liarsclubboston@gmail.com,"6465588656,,861693962647#"
Life After 10 Tuesdays,Tuesday,8:00 pm,https://us02web.zoom.us/j/468158814,"Deaf/Hard of Hearing Interpreter. This is a closed meeting to alcoholics, Men, Women, & Non-Binary.   Meeting ends with 3 minutes of meditation.","Audio,Big Book,Blind / Visually Impaired,Closed,Deaf / Hard of Hearing,Discussion,LGBTQIAA+,Secular,Speaker,Telephone,Tuesday,Video,Young People",LA10_Tues_INFO@protonmail.com,
Lincoln Group,Tuesday,8:00 pm,https://us02web.zoom.us/j/7811606886?pwd=ekhzNmMyZ3VJRW9oVTYxSHdtS0tlQT09,Password: 374682,"Audio,Big Book,Discussion,Open,Telephone,Tuesday,Video",lincolngroupaa@gmail.com,"6699006833,,7811606886"
LIVING SOBER/IT WORKS IF YOU WORK IT!,Tuesday,8:00 pm,https://us02web.zoom.us/j/3852912383,This meeting meets Tuesdays at 9pm EST for 1 hour. Please email Livingsober111@gmail.com to obtain the password.,"Open,Tuesday,Video",LivingSober111@gmail.com,
Off the Grid,Tuesday,8:00 pm,https://us02web.zoom.us/j/7069339360,No passcode required,"Audio,Big Book,Closed,Speaker,Tuesday,Video",offthegrid164@gmail.com,6169305639
One Night at a Time,Tuesday,8:00 pm,https://us04web.zoom.us/j/511178795?pwd=cFEwZUN5bDg3b0NKT0pHcUpUTEJ3QT09,"Zoom Passcode, if any: 355417","Audio,Open,Tuesday,Video",onenightatatimeaa@gmail.com,
PNW Hazelnuts,Tuesday,8:00 pm,https://us04web.zoom.us/j/534999213?pwd=eDJvUmxmTGNiaHl4amJ0VTBhNWREZz09,Meeting Access Code: 636458,"Open,Tuesday,Video",pnwhazelnuts@gmail.com,"5033477117,,636458"
Serenity Circle,Tuesday,8:00 pm,https://us04web.zoom.us/j/904646389,"Location: We originate from Temecula, California (in SoCal)","Audio,Open,Tuesday,Video",,
Shivering Denizens ID all-share,Tuesday,8:00 pm,https://us02web.zoom.us/j/87232950952,"Zoom Passcode, if any: 151","Audio,Open,Speaker,Tuesday,Video",shivdenaa@gmail.com,
Sisters of Sobriety (SOS),Tuesday,8:00 pm,https://nyintergroup.zoom.us/j/509267298,Woman's meeting - Open - We read a section from AA approved literature to share on and do a tag meeting.,"Audio,Open,Tuesday,Video,Women",,
Sober Stogies,Tuesday,8:00 pm,https://zoom.us/j/440227720,https://zoom.us/j/440227720,"Open,Tuesday,Video",soberstogies@gmail.com,
The Acid Test,Tuesday,8:00 pm,https://zoom.us/j/537542397,"Meeting times are 12 noon, 6:00 pm and 10:00 pm MST (Phoenix AZ time). Please note that Arizona does not observe daylight savings time, so between March 14th and November 7th 2021, Arizona is on PST","Audio,LGBTQIAA+,Open,Tuesday,Video",AAAcidTest@gmail.com,16699009128
Tuesday Night Study Group,Tuesday,8:00 pm,https://us02web.zoom.us/j/5918602588?pwd=NnFXMk1pN3MrMENzdm9GUmtGU1owZz09,"Phone Access Code: 5918602588#,,#,8837674#","Audio,Closed,Telephone,Tuesday,Video",,13126266799
Ubud (Bali) AA Online Daily,Tuesday,8:00 pm,,"To join our meetings, open the Zoom application on your device Select Join a meeting Enter the above Meeting ID and your name. Enter the above Password when prompted","Open,Tuesday,Video",onlineubudaa@gmail.com,
Voice's of Recovery,Tuesday,8:00 pm,https://us02web.zoom.us/j/6710552364?pwd=M3ZMYnppZlk1QXFPeWtCODkxekJqQT09,Please come Join us!  No passcode required.,"Audio,Big Book,Discussion,LGBTQIAA+,Open,Speaker,Tuesday,Video,Young People",jperchiano@gmail.com,
